0.17	0.0123457	    	    
0.34	0.0123457	    	    
0.51	0.0123457	    	    
0.73	0.0123457	    	    
0.79	0.0123457	    	    
0.82	0.03703705	    	    
0.86	0.0493827	    	    
0.9	0.074074	    	    
0.96	0.0987655	    	    
0.99	0.123457	    	    
1.03	0.160494	    	    
1.07	0.2098765	    	    
1.11	0.271605	    	    
1.13	0.3580245	    	    
1.15	0.432099	    	    
1.16	0.506175	    	    
1.17	0.580245	    	    
1.19	0.666665	    	    
1.21	0.728395	    	    
1.24	0.790125	    	    
1.27	0.839505	    	    
1.3	0.876545	    	    
1.34	0.901235	    	    
1.38	0.925925	    	    
1.41	0.950615	    	    
1.45	0.962965	    	    
1.51	0.97531		    	    
1.77	0.97531		    	    
1.87	0.97531		    	    
