#----|||----------------   
NAME:100_Fairway
       1402.000      -1355.000      
       1380.042      -1355.000      
       1330.283      -1355.000      
       1280.525      -1355.000      
       1230.766      -1355.000      
       1181.007      -1355.000      
       1131.249      -1355.000      
       1081.490      -1355.000      
       1031.109      -1355.000      
        977.120      -1353.779      
        920.628      -1344.994      
        864.428      -1327.789      
        811.855      -1300.095      
        765.560      -1264.941      
        724.305      -1222.940      
        691.215      -1173.257      
        667.736      -1119.809      
        652.377      -1063.731      
        646.036      -1005.030      
        650.242       -946.423      
        663.444       -888.561      
        687.702       -834.677      
        718.677       -785.877      
        757.594       -741.586      
        804.301       -704.716      
        855.889       -676.921      
        910.977       -657.459      
        967.164       -647.396      
       1017.008       -643.807      
       1059.169       -636.633      
       1097.522       -623.873      
       1132.758       -604.472      
       1164.950       -579.222      
       1192.664       -549.586      
       1214.464       -516.034      
       1230.331       -478.558      
       1240.452       -439.538      
       1242.983       -399.147      
       1239.619       -358.125      
       1229.934       -319.234      
       1213.328       -282.899      
       1190.174       -248.853      
       1163.012       -218.738      
       1131.348       -194.991      
       1094.386       -176.211      
       1056.320       -162.339      
       1015.675       -156.660      
        969.793       -155.037      
        921.006       -155.000      
        871.269       -155.000      
        821.510       -155.000      
        821.510        -45.000      
        871.269        -45.000      
        921.048        -45.000      
        971.779        -45.039      
       1025.255        -46.930      
       1083.058        -55.007      
       1138.290        -75.135      
       1189.698       -101.253      
       1237.548       -137.140      
       1276.900       -180.769      
       1309.512       -228.723      
       1334.214       -282.772      
       1348.521       -340.223      
       1353.265       -398.087      
       1349.576       -456.944      
       1334.779       -514.000      
       1311.982       -567.842      
       1279.626       -617.642      
       1239.506       -660.544      
       1193.626       -696.530      
       1141.778       -725.077      
       1085.913       -743.663      
       1030.216       -753.141      
        980.848       -756.696      
        939.179       -764.159      
        900.563       -777.801      
        864.925       -797.002      
        833.614       -821.718      
        806.961       -852.053      
        784.782       -886.995      
        768.250       -923.719      
        759.358       -962.689      
        756.462      -1003.044      
        760.795      -1043.165      
        771.696      -1082.963      
        788.075      -1120.251      
        810.081      -1153.292      
        838.440      -1182.163      
        871.151      -1207.001      
        906.532      -1225.639      
        945.306      -1237.510      
        986.856      -1243.971      
       1032.353      -1245.000      
       1081.490      -1245.000      
       1131.249      -1245.000      
       1181.007      -1245.000      
       1230.766      -1245.000      
       1280.525      -1245.000      
       1330.283      -1245.000      
       1380.042      -1245.000      
       1402.000      -1245.000      
#----|||----------------   
NAME:200_DumpArea
        771.751        -45.000      
        721.993        -45.000      
        672.234        -45.000      
        622.476        -45.000      
        572.717        -45.000      
        522.958        -45.000      
        473.200        -45.000      
        423.441        -45.000      
        373.682        -45.000      
        323.924        -45.000      
        323.924       -155.000      
        373.682       -155.000      
        423.441       -155.000      
        473.200       -155.000      
        522.958       -155.000      
        572.717       -155.000      
        622.476       -155.000      
        672.234       -155.000      
        721.993       -155.000      
        771.751       -155.000      
ENDFILE
