0,0,-0.6808
0,0.2,-0.6808
0,0.4,-0.6808
0,0.6,-0.6808
0,0.8,-0.6808
0,1,-0.6808
0,1.2,-0.6808
0,1.4,-0.6808
0,1.6,-0.6808
0,1.8,-0.6808
0,2,-0.6808
0,2.2,-0.6808
0,2.4,-0.6808
0,2.6,-0.6808
0,2.8,-0.6808
0,3,-0.6808
0,3.2,-0.6808
0,3.4,-0.6808
0,3.6,-0.6808
0,3.8,-0.6808
0,4,-0.6808
0,4.2,-0.6808
0,4.4,-0.6808
0,4.6,-0.6808
0,4.8,-0.6808
0,5,-0.6808
0,5.2,-0.6808
0,5.4,-0.6808
0,5.6,-0.6808
0,5.8,-0.6808
0,6,-0.6808
0,6.2,-0.6808
0,6.4,-0.6808
0,6.6,-0.6808
0,6.8,-0.6808
0,7,-0.6808
0,7.2,-0.6808
0,7.4,-0.6808
0,7.6,-0.6808
0,7.8,-0.6808
0,8,-0.6808
0,8.2,-0.6808
0,8.4,-0.6808
0,8.6,-0.6808
0,8.8,-0.6808
0,9,-0.6808
0,9.2,-0.6808
0,9.4,-0.6808
0,9.6,-0.6808
0,9.8,-0.6808
0,10,-0.6808
0,10.2,-0.6808
0,10.4,-0.6808
0,10.6,-0.6808
0,10.8,-0.6808
0,11,-0.6808
0,11.2,-0.6808
0,11.4,-0.6808
0,11.6,-0.6808
0,11.8,-0.6808
0,12,-0.6808
0,12.2,-0.6808
0,12.4,-0.6808
0,12.6,-0.6808
0,12.8,-0.6808
0,13,-0.6808
0,13.2,-0.6808
0,13.4,-0.6808
0,13.6,-0.6808
0,13.8,-0.6808
0,14,-0.6808
0,14.2,-0.6808
0,14.4,-0.6808
0,14.6,-0.6808
0,14.8,-0.6808
0,15,-0.6808
0,15.2,-0.6808
0,15.4,-0.6808
0,15.6,-0.6808
0,15.8,-0.6808
0,16,-0.6808
0,16.2,-0.6808
0,16.4,-0.6808
0,16.6,-0.6808
0,16.8,-0.6808
0,17,-0.6808
0,17.2,-0.6808
0,17.4,-0.6808
0,17.6,-0.6808
0,17.8,-0.6808
0,18,-0.6808
0,18.2,-0.6808
0.2,0,-0.6808
0.2,0.2,-0.6808
0.2,0.4,-0.6808
0.2,0.6,-0.6808
0.2,0.8,-0.6808
0.2,1,-0.6808
0.2,1.2,-0.6808
0.2,1.4,-0.6808
0.2,1.6,-0.6808
0.2,1.8,-0.6808
0.2,2,-0.6808
0.2,2.2,-0.6808
0.2,2.4,-0.6808
0.2,2.6,-0.6808
0.2,2.8,-0.6808
0.2,3,-0.6808
0.2,3.2,-0.6808
0.2,3.4,-0.6808
0.2,3.6,-0.6808
0.2,3.8,-0.6808
0.2,4,-0.6808
0.2,4.2,-0.6808
0.2,4.4,-0.6808
0.2,4.6,-0.6808
0.2,4.8,-0.6808
0.2,5,-0.6808
0.2,5.2,-0.6808
0.2,5.4,-0.6808
0.2,5.6,-0.6808
0.2,5.8,-0.6808
0.2,6,-0.6808
0.2,6.2,-0.6808
0.2,6.4,-0.6808
0.2,6.6,-0.6808
0.2,6.8,-0.6808
0.2,7,-0.6808
0.2,7.2,-0.6808
0.2,7.4,-0.6808
0.2,7.6,-0.6808
0.2,7.8,-0.6808
0.2,8,-0.6808
0.2,8.2,-0.6808
0.2,8.4,-0.6808
0.2,8.6,-0.6808
0.2,8.8,-0.6808
0.2,9,-0.6808
0.2,9.2,-0.6808
0.2,9.4,-0.6808
0.2,9.6,-0.6808
0.2,9.8,-0.6808
0.2,10,-0.6808
0.2,10.2,-0.6808
0.2,10.4,-0.6808
0.2,10.6,-0.6808
0.2,10.8,-0.6808
0.2,11,-0.6808
0.2,11.2,-0.6808
0.2,11.4,-0.6808
0.2,11.6,-0.6808
0.2,11.8,-0.6808
0.2,12,-0.6808
0.2,12.2,-0.6808
0.2,12.4,-0.6808
0.2,12.6,-0.6808
0.2,12.8,-0.6808
0.2,13,-0.6808
0.2,13.2,-0.6808
0.2,13.4,-0.6808
0.2,13.6,-0.6808
0.2,13.8,-0.6808
0.2,14,-0.6808
0.2,14.2,-0.6808
0.2,14.4,-0.6808
0.2,14.6,-0.6808
0.2,14.8,-0.6808
0.2,15,-0.6808
0.2,15.2,-0.6808
0.2,15.4,-0.6808
0.2,15.6,-0.6808
0.2,15.8,-0.6808
0.2,16,-0.6808
0.2,16.2,-0.6808
0.2,16.4,-0.6808
0.2,16.6,-0.6808
0.2,16.8,-0.6808
0.2,17,-0.6808
0.2,17.2,-0.6808
0.2,17.4,-0.6808
0.2,17.6,-0.6808
0.2,17.8,-0.6808
0.2,18,-0.6808
0.2,18.2,-0.6808
0.4,0,-0.6808
0.4,0.2,-0.6808
0.4,0.4,-0.6808
0.4,0.6,-0.6808
0.4,0.8,-0.6808
0.4,1,-0.6808
0.4,1.2,-0.6808
0.4,1.4,-0.6808
0.4,1.6,-0.6808
0.4,1.8,-0.6808
0.4,2,-0.6808
0.4,2.2,-0.6808
0.4,2.4,-0.6808
0.4,2.6,-0.6808
0.4,2.8,-0.6808
0.4,3,-0.6808
0.4,3.2,-0.6808
0.4,3.4,-0.6808
0.4,3.6,-0.6808
0.4,3.8,-0.6808
0.4,4,-0.6808
0.4,4.2,-0.6808
0.4,4.4,-0.6808
0.4,4.6,-0.6808
0.4,4.8,-0.6808
0.4,5,-0.6808
0.4,5.2,-0.6808
0.4,5.4,-0.6808
0.4,5.6,-0.6808
0.4,5.8,-0.6808
0.4,6,-0.6808
0.4,6.2,-0.6808
0.4,6.4,-0.6808
0.4,6.6,-0.6808
0.4,6.8,-0.6808
0.4,7,-0.6808
0.4,7.2,-0.6808
0.4,7.4,-0.6808
0.4,7.6,-0.6808
0.4,7.8,-0.6808
0.4,8,-0.6808
0.4,8.2,-0.6808
0.4,8.4,-0.6808
0.4,8.6,-0.6808
0.4,8.8,-0.6808
0.4,9,-0.6808
0.4,9.2,-0.6808
0.4,9.4,-0.6808
0.4,9.6,-0.6808
0.4,9.8,-0.6808
0.4,10,-0.6808
0.4,10.2,-0.6808
0.4,10.4,-0.6808
0.4,10.6,-0.6808
0.4,10.8,-0.6808
0.4,11,-0.6808
0.4,11.2,-0.6808
0.4,11.4,-0.6808
0.4,11.6,-0.6808
0.4,11.8,-0.6808
0.4,12,-0.6808
0.4,12.2,-0.6808
0.4,12.4,-0.6808
0.4,12.6,-0.6808
0.4,12.8,-0.6808
0.4,13,-0.6808
0.4,13.2,-0.6808
0.4,13.4,-0.6808
0.4,13.6,-0.6808
0.4,13.8,-0.6808
0.4,14,-0.6808
0.4,14.2,-0.6808
0.4,14.4,-0.6808
0.4,14.6,-0.6808
0.4,14.8,-0.6808
0.4,15,-0.6808
0.4,15.2,-0.6808
0.4,15.4,-0.6808
0.4,15.6,-0.6808
0.4,15.8,-0.6808
0.4,16,-0.6808
0.4,16.2,-0.6808
0.4,16.4,-0.6808
0.4,16.6,-0.6808
0.4,16.8,-0.6808
0.4,17,-0.6808
0.4,17.2,-0.6808
0.4,17.4,-0.6808
0.4,17.6,-0.6808
0.4,17.8,-0.6808
0.4,18,-0.6808
0.4,18.2,-0.6808
0.6,0,-0.6808
0.6,0.2,-0.6808
0.6,0.4,-0.6808
0.6,0.6,-0.6808
0.6,0.8,-0.6808
0.6,1,-0.6808
0.6,1.2,-0.6808
0.6,1.4,-0.6808
0.6,1.6,-0.6808
0.6,1.8,-0.6808
0.6,2,-0.6808
0.6,2.2,-0.6808
0.6,2.4,-0.6808
0.6,2.6,-0.6808
0.6,2.8,-0.6808
0.6,3,-0.6808
0.6,3.2,-0.6808
0.6,3.4,-0.6808
0.6,3.6,-0.6808
0.6,3.8,-0.6808
0.6,4,-0.6808
0.6,4.2,-0.6808
0.6,4.4,-0.6808
0.6,4.6,-0.6808
0.6,4.8,-0.6808
0.6,5,-0.6808
0.6,5.2,-0.6808
0.6,5.4,-0.6808
0.6,5.6,-0.6808
0.6,5.8,-0.6808
0.6,6,-0.6808
0.6,6.2,-0.6808
0.6,6.4,-0.6808
0.6,6.6,-0.6808
0.6,6.8,-0.6808
0.6,7,-0.6808
0.6,7.2,-0.6808
0.6,7.4,-0.6808
0.6,7.6,-0.6808
0.6,7.8,-0.6808
0.6,8,-0.6808
0.6,8.2,-0.6808
0.6,8.4,-0.6808
0.6,8.6,-0.6808
0.6,8.8,-0.6808
0.6,9,-0.6808
0.6,9.2,-0.6808
0.6,9.4,-0.6808
0.6,9.6,-0.6808
0.6,9.8,-0.6808
0.6,10,-0.6808
0.6,10.2,-0.6808
0.6,10.4,-0.6808
0.6,10.6,-0.6808
0.6,10.8,-0.6808
0.6,11,-0.6808
0.6,11.2,-0.6808
0.6,11.4,-0.6808
0.6,11.6,-0.6808
0.6,11.8,-0.6808
0.6,12,-0.6808
0.6,12.2,-0.6808
0.6,12.4,-0.6808
0.6,12.6,-0.6808
0.6,12.8,-0.6808
0.6,13,-0.6808
0.6,13.2,-0.6808
0.6,13.4,-0.6808
0.6,13.6,-0.6808
0.6,13.8,-0.6808
0.6,14,-0.6808
0.6,14.2,-0.6808
0.6,14.4,-0.6808
0.6,14.6,-0.6808
0.6,14.8,-0.6808
