21 0
2 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00
3 0.00000000000000e+00 2.00000000000000e+02 0.00000000000000e+00
26 0.00000000000000e+00 1.00000000000000e+01 0.00000000000000e+00
27 0.00000000000000e+00 2.00000000000000e+01 0.00000000000000e+00
28 0.00000000000000e+00 3.00000000000000e+01 0.00000000000000e+00
29 0.00000000000000e+00 4.00000000000000e+01 0.00000000000000e+00
30 0.00000000000000e+00 5.00000000000000e+01 0.00000000000000e+00
31 0.00000000000000e+00 6.00000000000000e+01 0.00000000000000e+00
32 0.00000000000000e+00 7.00000000000000e+01 0.00000000000000e+00
33 0.00000000000000e+00 8.00000000000000e+01 0.00000000000000e+00
34 0.00000000000000e+00 9.00000000000000e+01 0.00000000000000e+00
35 0.00000000000000e+00 1.00000000000000e+02 0.00000000000000e+00
36 0.00000000000000e+00 1.10000000000000e+02 0.00000000000000e+00
37 0.00000000000000e+00 1.20000000000000e+02 0.00000000000000e+00
38 0.00000000000000e+00 1.30000000000000e+02 0.00000000000000e+00
39 0.00000000000000e+00 1.40000000000000e+02 0.00000000000000e+00
40 0.00000000000000e+00 1.50000000000000e+02 0.00000000000000e+00
41 0.00000000000000e+00 1.60000000000000e+02 0.00000000000000e+00
42 0.00000000000000e+00 1.70000000000000e+02 0.00000000000000e+00
43 0.00000000000000e+00 1.80000000000000e+02 0.00000000000000e+00
44 0.00000000000000e+00 1.90000000000000e+02 0.00000000000000e+00
