0;0
1;0.0
2;0.0
3;0.0
4;0.0
5;0.0
6;0.0
7;0.0
8;0.0
9;0.0
10;0.0
11;0.0
12;0.0
13;0.0
14;0.0
15;0.0
16;0.0
17;0.0
18;0.0
19;0.0
20;0.0
21;0.0
22;0.0
23;0.0
24;0.0
25;0.0
26;0.0
27;0.0
28;0.303465166667
29;0.084174
30;0.0582865
31;0.222540818182
32;0.162907
33;0.1224116
34;0.217099111111
35;0.4496994
36;0.564525636364
37;0.660567
38;0.825762
39;0.862636
40;0.905111
41;0.847321
42;1.03426663636
43;1.1437536
44;1.2984732
45;1.3595492
46;1.51172754545
47;1.57858063636
48;1.752897
49;1.93647133333
50;2.0380384
51;2.16382354545
52;2.33967444444
53;2.41220475
54;2.433676
55;2.4655468
56;2.6297445
57;2.7594306
58;2.8973254
59;2.8701224
60;2.9650702
61;3.0828386
62;3.08712044444
63;3.0832133
64;3.0723982
65;3.096746
66;3.084476
67;3.098439
68;3.109322875
69;3.1207573
70;3.0809764
71;3.07155909091
72;3.0821074
73;2.9944278
74;2.9154683
75;2.89074
76;2.87887533333
77;2.833607
78;2.8530162
79;2.84761654545
80;2.874987
81;2.82735822222
82;2.837263
83;2.82240136364
84;2.85061
85;2.792515
86;2.7414495
87;2.8243022
88;2.8157726
89;2.8887694
90;2.91728855556
91;2.9104728
92;2.909262
93;2.93664154545
94;2.871488
95;2.852814
96;2.914551
97;2.88880581818
98;2.9486705
99;2.924043
100;2.925319
101;2.9206058
102;2.93014581818
103;2.924663
104;2.98736609091
105;2.96826166667
106;2.9443826
107;2.923564
108;3.02828277778
109;3.0319595
110;3.04641454545
111;3.03650309091
112;2.97285033333
113;3.02394966667
114;3.054056
115;3.053477
116;3.01715827273
117;3.03997677778
118;3.08114122222
119;3.02370633333
120;3.097671
121;3.0668681
122;3.106952
123;3.08126
124;3.057452
125;3.09241945455
126;3.1014756
127;3.0494032
128;3.0917754
129;3.10249845455
130;3.08977718182
131;3.05525354545
132;3.09182133333
133;3.0732616
134;3.0342056
135;3.0474975
136;3.006115
137;3.06110225
138;3.2140308
139;3.1183246
140;3.17204490909
141;3.12407833333
142;3.1305197
143;3.149348
144;3.1273854
145;3.12739511111
146;3.12547622222
147;3.1346391
148;3.1159738
149;3.109668
150;3.127179
151;3.14724
152;3.166952
153;3.1368664
154;3.21387972727
155;3.2495036
156;3.1590048
157;3.1395237
158;3.1335148
159;3.0911757
160;3.148146
161;3.1139542
162;3.1061688
163;3.204349
164;3.19613033333
165;3.11726866667
166;3.1359018
167;3.147167
168;3.11682381818
169;3.12835522222
170;3.1642527
171;3.2856305
172;3.1831728
173;3.1391538
174;3.12439144444
175;3.1699133
176;3.229476
177;3.182939
178;3.1685005
179;3.1805596
180;3.25765055556
181;3.27905955556
182;3.2850504
183;3.180854
184;3.19909188889
185;3.155075
186;3.16968866667
187;3.15365933333
188;3.2576714
189;3.2800884
190;3.22965822222
191;3.287403
192;3.185435
193;3.267562
194;3.18810218182
195;3.2527138
196;3.27122377778
197;3.29253466667
198;3.298576
199;3.2204146
200;3.28422733333
201;3.15430633333
202;3.21941355556
203;3.220796
204;3.181058
205;3.162382
206;3.245613
207;3.269101
208;3.1592309
209;3.23702227273
210;3.2725018
211;3.2862214
212;3.2977352
213;3.29841281818
214;3.2993324
215;3.29875733333
216;3.30053966667
217;3.1912028
218;3.25540936364
219;3.2683185
220;3.291923
221;3.1851155
222;3.2015264
223;3.1825714
224;3.2579617
